timestamp,unix-epoch,from,to,txid,amount
10/03/2017 09:26:52,1507048012000,1KkVsFpvef2yKppviHUU77UtSbNDgeUU7d,1KTm47FXGs4oeK1H6uy5UaFf9XpGHVr13T,1b65afe1cfdb0f1e0a6359746419126347f4e5b4a7225064c76d3991ec602c47,0.25
10/03/2017 09:23:14,1507047794000,1MtP9KggFmhJRnJmbqNnAcUKPvTuwjsN7a,1831sPoDgxNPbUbLViNKMRP4ueniCWqxGB,e06cac7b8d9fe3ca5181515342017e69c5de827beb1a269b81accd2b06b7a445,5
10/03/2017 05:38:52,1507034332000,1P9RQEr2XeE3PEb44ZE35sfZRRW1JHU8qx,16jSPdhzR1mec6hBhi3G2p2BFq4EdcH3EL,8913315c446858e9b3d9394b848d9017462f1ab39790511e8e14c5ca4774cdb6,0.2
10/03/2017 06:29:14,1507080554000,1BSAof1EheWmvND2Zbh9PuqvGeBM7NHVVR,1DmLSPbVbpA67uhjZA624WbyFydqBRqdWB,0e4fa34de2e19541a09058bb1f4b5f6534afbffe4b05540b534ee70ec82a6f0f,0.01159307
10/03/2017 06:29:05,1507080545000,39p8gbh5kyFhZq4KeKCsH3GKZDBGB5bxTU,1P6uHrkn9R8MptwhZ6YjWixwQVzyF4DMC6,a697de4cbf29ce458b7408741ccd892eec7cec58b8c781526c96c545808ea161,0.01
10/03/2017 05:31:05,1507077065000,15KMZVRFz4BvosCdt2rJ8TtXMtccvvBP3t,1Hym9N3LdKMdsoYvWaaY5TTfHbqfEVgdG6,3150c57c451ea2d47d0d7d9508c42372ff58ac0daff991f55d2cb2a7e8ce5fc7,0.02276178
10/03/2017 04:48:16,1507074496000,1Gst6p5Jf11WtLudv9L2zgmbCYecVRGySp,1HrVk5MZnPVkCPqQJC8w2nku4eqhFruVY1,3f9080088da38a692a9d61dead3b178ab729c8605248208460b194ad19df1dd9,0.02410224
10/03/2017 03:22:49,1507069369000,1LUhLUNvt16Ke3xSPViwNdjx2abXRL2PeD,1GsS7RozGcMaYs5HAfwsociWLH6hxjrfYu,a69f337a8fd10c262a3193ae0f50587ad0192eb5c263d0b23066db8071a0e903,0.01253985
10/03/2017 03:12:14,1507068734000,14HWLvUKa72o1Nc1sCWm5yDwqJmCmt4BRW,12ohJrkTB4pN2a36nPKG2vNPPJHPNyZJv4,0d0cf31812dc4eb1592d567b0970711aff10281736e96656bad97b5772a28fc6,0.00701252
10/03/2017 02:14:55,1507065295000,1JPXByD8qU3k1vStLSJgfPs95XrV1Sfcn,14MnLJEA3KSUfoWK5RQBjfwq2PfEJMjFGn,0a06d2a383939d8f8440afae134a49bcd6376868c43087d0c161f91c4a1e1715,0.04433559
10/03/2017 01:23:50,1507062230000,15ZJfZHP66Sw2yNixmFowyKHs2TvQVRCea,19SUiuDeGwzFF7gN8CRhAZJcsEVBEcBGAs,0a4fdf5ce6366c8700a0e7203cb05e9869a4abc8ea38c4ec3d7323f091e3ffa3,0.00350929
10/03/2017 12:56:22,1507060582000,16aZAXQc17nmCChUDddkGhkdNxZEMVzsGp,1LbNoAypq5nUWcAyQp5qVHydtuCe3WWe5Y,276d24c3e90bf36821d7374f9865acd5e6d9184e60ec7db9051ac5d477449aba,0.02317847
10/03/2017 12:04:49,1507057489000,1FQ6byBgdfShPg1ddGSs1FrbFv9efsKHaw,1A87F6bvJevNDiWknRMzu3ffTESBzVgzV,171bc03f9a66ceb2cbd27d4a89989ad0edf06dbe3df5c0bf1f0d86fc7a794fee,0.01016798
10/03/2017 11:58:20,1507057100000,3AYnh91k5nAwK5tv3Jvk1Z4JPgbt1pTyCm,15gAxivgqxLj5mnMhorMeaKS5bebNfyUVG,58f000420a7de98fc10a567be9922fd487ddd07ed32f0ae504e437a172bcc4fc,0.05
10/04/2017 02:06:00,1507107960000,1BdrhsD7XR6SVWn8JtU2d6RWEN3BUuHYFf,1J6vt47ZABa2zwM1EgBhbXXBfPFbWBD66F,af3b0bba9c478ea51dc4911ba6941e03716b53a985df30fec0a4f3282f7003e9,0.01640889
10/04/2017 01:56:48,1507107408000,13dSEZ77pGJvd1TQGZy7HGfQB88SYnUyoP,15g6oGJD3g5po3anqnDRr7yYyoZpMhkAxj,0832fa0f3cd5c0235e26b2a70531035cd5bfad039755b0720576cbde6935f484,0.27391857
10/04/2017 01:49:52,1507106992000,1N52wHoVR79PMDishab2XmRHsbekCdGquK,1LSU99GKcSFxJ9UCTQgXFsUfAUzFGLBqYT,8aa933c050d876eaddb7013a2dd7bf8e6a7175249a8fe92a96095e83615aa3b3,0.20902628
10/04/2017 12:52:24,1507103544000,14zWgMt3d7roiEcV14ckkmj5X1j2z6YFMA,1MxA2QNc7ZouHYLUkFPwcyjwTc4M21h5QU,6cbee2d8d70fc6fc3fc8e355c7d23bedb25a3ae128f0d77b2bdbba44603d15c1,0.046172
10/03/2017 11:54:16,1507100056000,13FhfWmF8zHyrtZfhCSW4zsJZTS6p8oHWH,1F1JbdjA7hQY6a7rXb3g2qKSj1bkxwz99x,7332775353b457b73ca4f604651f7afef8c1171af0b64c664a95bcf159daf4a4,0.011506
10/03/2017 10:36:34,1507095394000,16Ey5FZ4ytJRyCzzuvM5RAtxrhNtV2JC8w,1Kdjeu9qsASTLQf3pGL5zKSJ1roSYGrYga,fd5d8406b20a3067afef166fe6c8ecab3671c8894d5c068d78f71d9734ca92df,0.0444
10/03/2017 10:08:57,1507093737000,3GHW1vikE8X8zbZ31hyMUvA4RzVCQjLUak,14Fd2LYWjGJW1fus8SwN5Zj923SjyevkTJ,6c4627bcacdaa0ed3c1bc6cfb3d2dff0648d032e0aa85f88de7100207d58d1a6,0.00012609
10/03/2017 08:50:54,1507089054000,1N52wHoVR79PMDishab2XmRHsbekCdGquK,1NqqkKtUgpp4XD5pTmqQk6yAsqyzNHkCpF,06ad169f5df8e73a0ca28c29426fb2f7971498c26ac713148d2f32a29b8c9942,0.009
